timestamp,joint_L_0,joint_L_1,joint_L_2,joint_L_3,joint_L_4,joint_L_5,gripper_L,joint_R_0,joint_R_1,joint_R_2,joint_R_3,joint_R_4,joint_R_5,gripper_R
1762577664.8293748,0.0,-1.3306497196343283,-0.5468831817295889,0.0,0.0,0.0,0.0,0.0,-1.3175260881569724,-0.4958065311100821,0.0,0.0,0.0,0.0
1762577664.8293924,0.0,-1.2883794168618063,-0.540502862134252,0.0,0.0,0.0,0.0,0.0,-1.2923270920899252,-0.4940508166935782,0.0,0.0,0.0,0.0
1762577664.8519883,0.0,-1.2394515732910971,-0.530718402066503,0.0,0.0,0.0,0.0,0.0,-1.2734086076405386,-0.4970095912602286,0.0,0.0,0.0,0.0
1762577664.8791919,0.0,-1.2047201553967337,-0.5277586738255362,0.0,0.0,0.0,0.0,0.0,-1.2552296678212027,-0.5003872672703604,0.0,0.0,0.0,0.0
1762577664.9095016,0.0,-1.1852891008046011,-0.530436591306005,0.0,0.0,0.0,0.0,0.0,-1.233796046176229,-0.5018225471165518,0.0,0.0,0.0,0.0
1762577664.9360495,0.0,-1.1701288978245596,-0.5343299667027335,0.0,0.0,0.0,0.0,0.0,-1.2155242125180106,-0.5082042972233634,0.0,0.0,0.0,0.0
1762577664.963067,0.0,-1.148927436270986,-0.5330699245121817,0.0,0.0,0.0,0.0,0.0,-1.2081766883519034,-0.5132914344456534,0.0,0.0,0.0,0.0
1762577664.9904268,0.0,-1.133740679421697,-0.5352903167393546,0.0,0.0,0.0,0.0,0.0,-1.1937029818680625,-0.5162168304112296,0.0,0.0,0.0,0.0
1762577665.0186033,0.0,-1.1268132189896445,-0.5410667220738272,0.0,0.0,0.0,0.0,0.0,-1.1855824748661856,-0.5217116634037833,0.0,0.0,0.0,0.0
1762577665.0461607,0.0,-1.1202429691937308,-0.5471633235600333,0.0,0.0,0.0,0.0,0.0,-1.1828497807171683,-0.531411008038793,0.0,0.0,0.0,0.0
1762577665.0736141,0.0,-1.1092880527165274,-0.5515025416996817,0.0,0.0,0.0,0.0,0.0,-1.1818275610592703,-0.5383127490666251,0.0,0.0,0.0,0.0
1762577665.1019728,0.0,-1.1024574498322348,-0.5593984882023673,0.0,0.0,0.0,0.0,0.0,-1.1751812557366232,-0.5448354045536856,0.0,0.0,0.0,0.0
1762577665.129242,0.0,-1.1007561544564108,-0.5675733844426016,0.0,0.0,0.0,0.0,0.0,-1.1735992292549948,-0.5542267123844962,0.0,0.0,0.0,0.0
1762577665.1572878,0.0,-1.095935390391622,-0.5745914737370352,0.0,0.0,0.0,0.0,0.0,-1.175822869935308,-0.5640009204533438,0.0,0.0,0.0,0.0
1762577665.1860049,0.0,-1.089811042943273,-0.5812426368382315,0.0,0.0,0.0,0.0,0.0,-1.1771358410504202,-0.5728152553227286,0.0,0.0,0.0,0.0
1762577665.2132843,0.0,-1.0840692381050925,-0.5885384837773184,0.0,0.0,0.0,0.0,0.0,-1.1730703274395804,-0.5770664970066886,0.0,0.0,0.0,0.0
1762577665.241611,0.0,-1.0788585106518607,-0.5925310413029532,0.0,0.0,0.0,0.0,0.0,-1.1714595119145255,-0.5849483768132071,0.0,0.0,0.0,0.0
1762577665.2688556,0.0,-1.0719693760063986,-0.5957308570530753,0.0,0.0,0.0,0.0,0.0,-1.1722539226200919,-0.5944777290013175,0.0,0.0,0.0,0.0
1762577665.2973588,0.0,-1.065674857297216,-0.6019812385228018,0.0,0.0,0.0,0.0,0.0,-1.1683730641987662,-0.6014643470433096,0.0,0.0,0.0,0.0
1762577665.3238478,0.0,-1.0526088635113577,-0.6068301955845694,0.0,0.0,0.0,0.0,0.0,-1.156668976941381,-0.6080480376866202,0.0,0.0,0.0,0.0
1762577665.3520682,0.0,-1.037846759953771,-0.6179199973728995,0.0,0.0,0.0,0.0,0.0,-1.1438674489643912,-0.618965939679418,0.0,0.0,0.0,0.0
1762577665.3804348,0.0,-1.0272527496006827,-0.6330316821720938,0.0,0.0,0.0,0.0,0.0,-1.1428713063385825,-0.6334088603642325,0.0,0.0,0.0,0.0
1762577665.408797,0.0,-1.0109747211125235,-0.6467245380070548,0.0,0.0,0.0,0.0,0.0,-1.1313896934178214,-0.6392091075566153,0.0,0.0,0.0,0.0
1762577665.4362538,0.0,-0.9965029517796378,-0.6631139079716544,0.0,0.0,0.0,0.0,0.0,-1.1124984482910971,-0.647607878842626,0.0,0.0,0.0,0.0
1762577665.463185,0.0,-0.9826119701054434,-0.6812401572850089,0.0,0.0,0.0,0.0,0.0,-1.106880978741918,-0.6557830135014395,0.0,0.0,0.0,0.0
1762577665.4916604,0.0,-0.9785873452809195,-0.6972990790989737,0.0,0.0,0.0,0.0,0.0,-1.0971071581032614,-0.6625304977085928,0.0,0.0,0.0,0.0
1762577665.5193288,0.0,-0.9746518890049796,-0.712823704877172,0.0,0.0,0.0,0.0,0.0,-1.0897351960327963,-0.6690552989628653,0.0,0.0,0.0,0.0
1762577665.5470123,0.0,-0.969537810483251,-0.729329184689794,0.0,0.0,0.0,0.0,0.0,-1.0893616835263114,-0.675423459210668,0.0,0.0,0.0,0.0
1762577665.5750554,0.0,-0.9718373576786856,-0.744749859967504,0.0,0.0,0.0,0.0,0.0,-1.0858503441002707,-0.6766737262394766,0.0,0.0,0.0,0.0
1762577665.602133,0.0,-0.9777252236988883,-0.7594257156041007,0.0,0.0,0.0,0.0,0.0,-1.077355490126882,-0.6780894557621817,0.0,0.0,0.0,0.0
1762577665.6293645,0.0,-0.9734851280835013,-0.7697301665928702,0.0,0.0,0.0,0.0,0.0,-1.0766598443177084,-0.6823247234013419,0.0,0.0,0.0,0.0
1762577665.6577945,0.0,-0.9735618392613272,-0.7789533893254141,0.0,0.0,0.0,0.0,0.0,-1.079100594916616,-0.6845324794438223,0.0,0.0,0.0,0.0
1762577665.6864972,0.0,-0.974051252999578,-0.7844630042698721,0.0,0.0,0.0,0.0,0.0,-1.074321405091558,-0.6837158958103995,0.0,0.0,0.0,0.0
1762577665.7138166,0.0,-0.9746437231686453,-0.7892409125950675,0.0,0.0,0.0,0.0,0.0,-1.0753031531956534,-0.6879893104222159,0.0,0.0,0.0,0.0
1762577665.7425287,0.0,-0.9750431338932852,-0.7920268336918692,0.0,0.0,0.0,0.0,0.0,-1.0778297940876822,-0.6846814910557608,0.0,0.0,0.0,0.0
1762577665.7685745,0.0,-0.9741519252446036,-0.7901838580754141,0.0,0.0,0.0,0.0,0.0,-1.07751523057488,-0.6852455894139151,0.0,0.0,0.0,0.0
1762577665.7970672,0.0,-0.9774597446110587,-0.7891386310246329,0.0,0.0,0.0,0.0,0.0,-1.083612279095922,-0.6891709129002432,0.0,0.0,0.0,0.0
1762577665.8251812,0.0,-0.9838561574604849,-0.7882512370732169,0.0,0.0,0.0,0.0,0.0,-1.0862527350571494,-0.690548257031713,0.0,0.0,0.0,0.0
1762577665.8526664,0.0,-0.9894598285343985,-0.786516741910253,0.0,0.0,0.0,0.0,0.0,-1.0860957960274558,-0.688646868863378,0.0,0.0,0.0,0.0
1762577665.8798254,0.0,-0.9882232705738883,-0.7797165671971182,0.0,0.0,0.0,0.0,0.0,-1.092101709046636,-0.6915620128300528,0.0,0.0,0.0,0.0
1762577665.9081483,0.0,-0.9929059902813773,-0.7761014262822012,0.0,0.0,0.0,0.0,0.0,-1.0947449366238455,-0.6926115314152579,0.0,0.0,0.0,0.0
1762577665.9364145,0.0,-1.000425056615148,-0.7748223106053214,0.0,0.0,0.0,0.0,0.0,-1.098077074685369,-0.6949570933964591,0.0,0.0,0.0,0.0
1762577665.9636724,0.0,-1.00507249037293,-0.7734540263798575,0.0,0.0,0.0,0.0,0.0,-1.1020378629353385,-0.696834878125463,0.0,0.0,0.0,0.0
1762577665.9908187,0.0,-1.0044905702259879,-0.7713592807438712,0.0,0.0,0.0,0.0,0.0,-1.1058753291752677,-0.6987264911320548,0.0,0.0,0.0,0.0
1762577666.019205,0.0,-1.005842880406652,-0.770333127179418,0.0,0.0,0.0,0.0,0.0,-1.108996526398931,-0.6994279185917716,0.0,0.0,0.0,0.0
1762577666.0476866,0.0,-1.0087310830738883,-0.7718618671086173,0.0,0.0,0.0,0.0,0.0,-1.11043639580277,-0.69953449169663,0.0,0.0,0.0,0.0
1762577666.0749576,0.0,-1.0085337916996817,-0.7716515819218497,0.0,0.0,0.0,0.0,0.0,-1.112871960797582,-0.700224713483129,0.0,0.0,0.0,0.0
1762577666.1021488,0.0,-1.0152476588871817,-0.7734065810826163,0.0,0.0,0.0,0.0,0.0,-1.116968230405126,-0.7006643573429923,0.0,0.0,0.0,0.0
1762577666.1298223,0.0,-1.0164718190815787,-0.7735925475743155,0.0,0.0,0.0,0.0,0.0,-1.119832889237676,-0.7019933025029044,0.0,0.0,0.0,0.0
1762577666.1579573,0.0,-1.01693852345017,-0.7730606357243399,0.0,0.0,0.0,0.0,0.0,-1.121698216595922,-0.7031620303776602,0.0,0.0,0.0,0.0
1762577666.1860566,0.0,-1.0202968875553946,-0.77493412891892,0.0,0.0,0.0,0.0,0.0,-1.123442635932241,-0.7044676105168204,0.0,0.0,0.0,0.0
1762577666.2135856,0.0,-1.0193590680744986,-0.7735055247929434,0.0,0.0,0.0,0.0,0.0,-1.1253163973477225,-0.7058788100865225,0.0,0.0,0.0,0.0
1762577666.2417448,0.0,-1.0186894694950919,-0.7722409526493887,0.0,0.0,0.0,0.0,0.0,-1.1279913643982749,-0.7083850661900382,0.0,0.0,0.0,0.0
1762577666.2700276,0.0,-1.0208990136769156,-0.7720974246647696,0.0,0.0,0.0,0.0,0.0,-1.129347757497106,-0.7107899943974356,0.0,0.0,0.0,0.0
1762577666.29718,0.0,-1.021762446561132,-0.7717018882420401,0.0,0.0,0.0,0.0,0.0,-1.1314674774792532,-0.7140954295780997,0.0,0.0,0.0,0.0
1762577666.324347,0.0,-1.0216335813191275,-0.7719925204899649,0.0,0.0,0.0,0.0,0.0,-1.1332963863995413,-0.7172101298954825,0.0,0.0,0.0,0.0
1762577666.3536212,0.0,-1.0212962190296988,-0.7716959277775626,0.0,0.0,0.0,0.0,0.0,-1.135384933152471,-0.7206424037602286,0.0,0.0,0.0,0.0
1762577666.3798,0.0,-1.0257431427624564,-0.7735212604191641,0.0,0.0,0.0,0.0,0.0,-1.1358188549664359,-0.7222567359593253,0.0,0.0,0.0,0.0
1762577666.4101288,0.0,-1.0316359559681754,-0.7754824916508536,0.0,0.0,0.0,0.0,0.0,-1.1369409124043326,-0.7243529121067862,0.0,0.0,0.0,0.0
1762577666.4364307,0.0,-1.0344488183644156,-0.7765191356327872,0.0,0.0,0.0,0.0,0.0,-1.1386994580414633,-0.7264984409001212,0.0,0.0,0.0,0.0
1762577666.4633172,0.0,-1.037367777028356,-0.7785568992283682,0.0,0.0,0.0,0.0,0.0,-1.139685676493917,-0.7276442805912833,0.0,0.0,0.0,0.0
1762577666.4937608,0.0,-1.0415732423451285,-0.7799406806614737,0.0,0.0,0.0,0.0,0.0,-1.1395011703160147,-0.7276805202153067,0.0,0.0,0.0,0.0
1762577666.5188158,0.0,-1.0431026379254202,-0.7797344485905509,0.0,0.0,0.0,0.0,0.0,-1.13970343867806,-0.7269776622441153,0.0,0.0,0.0,0.0
1762577666.547926,0.0,-1.0473759929325919,-0.7807281772282462,0.0,0.0,0.0,0.0,0.0,-1.1404005448010306,-0.7260349551823477,0.0,0.0,0.0,0.0
1762577666.5751696,0.0,-1.0510652820256094,-0.7830789844181876,0.0,0.0,0.0,0.0,0.0,-1.1405292312291007,-0.7252822677281241,0.0,0.0,0.0,0.0
1762577666.6024098,0.0,-1.0514721433308463,-0.7830293933537344,0.0,0.0,0.0,0.0,0.0,-1.1402288834240775,-0.7251568595555167,0.0,0.0,0.0,0.0
1762577666.6297164,0.0,-1.0516678253796439,-0.7827289859440665,0.0,0.0,0.0,0.0,0.0,-1.1393824378636221,-0.7242110530522208,0.0,0.0,0.0,0.0
1762577666.6582634,0.0,-1.0507220784809927,-0.7819956103947501,0.0,0.0,0.0,0.0,0.0,-1.1392462710526328,-0.7240978042271475,0.0,0.0,0.0,0.0
1762577666.689294,0.0,-1.0509795705464224,-0.7816904346135001,0.0,0.0,0.0,0.0,0.0,-1.1396956602719168,-0.7241614619877677,0.0,0.0,0.0,0.0
1762577666.7143493,0.0,-1.0507821599629263,-0.7822385589268546,0.0,0.0,0.0,0.0,0.0,-1.1394730965283255,-0.7240913669255118,0.0,0.0,0.0,0.0
1762577666.742692,0.0,-1.04887850681809,-0.7821391383793692,0.0,0.0,0.0,0.0,0.0,-1.1394981304791312,-0.7242930690434317,0.0,0.0,0.0,0.0
1762577666.7685876,0.0,-1.048660353818212,-0.7832430164006094,0.0,0.0,0.0,0.0,0.0,-1.1390516916897635,-0.7236507693913321,0.0,0.0,0.0,0.0
1762577666.797185,0.0,-1.0503743449833731,-0.7851942340519766,0.0,0.0,0.0,0.0,0.0,-1.1385090510037283,-0.722577647366796,0.0,0.0,0.0,0.0
1762577666.8244367,0.0,-1.0507487813618521,-0.7861913005497794,0.0,0.0,0.0,0.0,0.0,-1.1391767422345023,-0.7230339805271964,0.0,0.0,0.0,0.0
1762577666.8523333,0.0,-1.0487092892315726,-0.7859857837345938,0.0,0.0,0.0,0.0,0.0,-1.139443234601293,-0.7227757732060294,0.0,0.0,0.0,0.0
1762577666.8807564,0.0,-1.0458187023785452,-0.7841239730503897,0.0,0.0,0.0,0.0,0.0,-1.1392346183445792,-0.7226215163853507,0.0,0.0,0.0,0.0
1762577666.9075952,0.0,-1.0436220924046378,-0.7828355590489249,0.0,0.0,0.0,0.0,0.0,-1.1384648839619498,-0.721683339276586,0.0,0.0,0.0,0.0
1762577666.9359066,0.0,-1.0395811359074454,-0.7806921760228018,0.0,0.0,0.0,0.0,0.0,-1.138160870471273,-0.7210348407414298,0.0,0.0,0.0,0.0
1762577666.9633389,0.0,-1.0341969887402396,-0.7785342494633536,0.0,0.0,0.0,0.0,0.0,-1.1376460651543479,-0.7205909053471427,0.0,0.0,0.0,0.0
1762577666.9917517,0.0,-1.0264352122929434,-0.775760487714086,0.0,0.0,0.0,0.0,0.0,-1.1366965333607535,-0.7199230949070792,0.0,0.0,0.0,0.0
1762577667.0201552,0.0,-1.0213042656567435,-0.7729695598271231,0.0,0.0,0.0,0.0,0.0,-1.1353127817299704,-0.7193141738560538,0.0,0.0,0.0,0.0
1762577667.0475059,0.0,-1.017941908040319,-0.7709797183659415,0.0,0.0,0.0,0.0,0.0,-1.1336036781456809,-0.7185357371952872,0.0,0.0,0.0,0.0
1762577667.0769546,0.0,-1.0105764428761344,-0.7670107642796378,0.0,0.0,0.0,0.0,0.0,-1.1325610736992697,-0.718507126965795,0.0,0.0,0.0,0.0
1762577667.103223,0.0,-1.0035867253926138,-0.7626856128361563,0.0,0.0,0.0,0.0,0.0,-1.1297572116043906,-0.7174654761937003,0.0,0.0,0.0,0.0
1762577667.1385756,0.0,-0.9956447641041617,-0.7586215297367911,0.0,0.0,0.0,0.0,0.0,-1.126976446309362,-0.7160347263005118,0.0,0.0,0.0,0.0
1762577667.159284,0.0,-0.9906568090107779,-0.7549067298558096,0.0,0.0,0.0,0.0,0.0,-1.1252052942898612,-0.7167380611088614,0.0,0.0,0.0,0.0
1762577667.1851363,0.0,-0.9857406179097037,-0.7517729560520987,0.0,0.0,0.0,0.0,0.0,-1.1232083598759512,-0.7172656814244132,0.0,0.0,0.0,0.0
1762577667.2147186,0.0,-0.9791764775898795,-0.7489512721684317,0.0,0.0,0.0,0.0,0.0,-1.124079749980245,-0.7182839671757559,0.0,0.0,0.0,0.0
